index,review_text,review_rating,review_title
123,"First of all the Face ID is crazy fast and accurate even during pitch darkness. The phone is fast and smooth, you don’t feel like you are having just 3Gb of RAM, it handles anything you through at it without a hitch. The phone does feel premium and at the same time delicate because the backside is glass,”as you know glass is glass and glass will break”. The pictures taken from the camera are good but the lack of night scape sort of things is a con. Overall the phone is great, although the side bezels are thick, you get used to it. The LCD screen does not lack anything compared to the OLED’s in day to day usage. You just stop thinking those things when you are using daily.",4.0 out of 5 stars,iPhone XR review
124,I was looking to upgrade from my iPhone 6 and was confused about iPhone 11 & iPhone XR. Decided to go for iPhone XR just from the cost perspective. Only from Camera and Processor POV there is an upgrade in iPhone 11 rest remains the same.,5.0 out of 5 stars,Fantastic phone upgrading from any of the previous versions specifically at the given price point
125,Bought it for 45k during sale,5.0 out of 5 stars,Premium phone
126,"I had been using iphone 8 plus before and not a single time did I ever experience that phone heating up even after extensive usage. This piece however heats up to the extent making it uncomfortable to hold. If I use it for less than 10 mins, it works fine but any usage beyond that makes it hot. And on top of that, if the brightness level is set to max, its becomes an iron box(pun intended). Not expected off an apple device !",2.0 out of 5 stars,This phone heats up
127,"the screen has a slight dot at the bottom which i noticed while fixing guard. If it comes out as mfr defect apple will certainly fix it. but doesn't seem serious, will take to apple while it is still in warranty to know more and update.",5.0 out of 5 stars,deal was good so value for money
128,Got the 128 GB model since an iPhone almost always run out of space and never have the option for an SD card like Android devices.,4.0 out of 5 stars,One time buy.
129,"Overall the product is good from face id to Liquid retina. One thing surely standout for me is its surrounding speakers, they are really good(as per my experience), i got impressed With the work they have put in speakers. Sound is loud and clear.",4.0 out of 5 stars,Product is good but seller is not. Try other sellers than dusritha electronics
130,"M an iphone addict... my first was iphone 4, then 6 which my brother gifted me but this time i upgraded to xr with my own salary n m really happy ... specially the battery life.... and  As i dont use camera much so potrait mode is not of much use to me.. face id recognition very nice... though u dont get the feel of holding iphone as it little bit big and on bulky side as compared to my iphone 6.... rest fuctioning everything is smooth so i think its worth the purchase... and if u have iphone 6 or 7 than only go for upgrade as i did lot of research and 8 and xs and xr they almost similar except for few features....",5.0 out of 5 stars,Nice
131,"I am more or less stuck with the iOS platform because of the iwatch since I love its functionality. Upgraded from my 3yr old iPhone 7, was actually waiting for prices to drop post September this year  but when Amazon came up with an unbelievable prime deal, I couldn’t resist!",5.0 out of 5 stars,"Best battery on an iPhone, yet!"
132,"Easy to use, serves the purpose. I was an android guy for like last 7 years before that was using blackberry in between switched to ios as i used iphone 5c but at that time i was a bit disappointed may be because quite young i was and a bit techie but now i use my phone for basic purposes like calls, whats app, email, social media n bit gaming n music so it really handles that well though i was a bit hesitant at first as i was used to of finger touch sensor but seriously face recognition is damn good it works like a charm even when there is no light, so if you want no nonsense stuff n if it suits your requirements then go for it as now a days even droids are equally expensive in-fact some are more expensive like fold, razr etc. so just listen to your heart and buy ios or android and you wont go wrong, though i got mine in an offer for ₹43000 for 128 GB variant",4.0 out of 5 stars,Peace of mind
133,"Purchased this phone for a friend and he is very happy with the performance of the phone. Camera quality and features are the industry standard. For anyone refraining from buying an iPhone because it has only a single SIM slot,  please be informed that this Phone does support Dual SIM if you use E-SIM. Airtel and Jio, for now, has E-SIM facility. For a more detailed review do visit my review website at excitedneurons(dot)com",5.0 out of 5 stars,"Excellent Phone, can be used as Dual Sim with E-SIM"
134,"Awesome product !! Far better than spending almost double for Xs, XS MAX, 11 as the difference is only display and camera. Otherwise everything is same. It would be definitely a bigger upgrade if anyone is switching from iphone 8 or 8+ to it. The entire UI is different. Icing on the cake is the PRIVACY, its the utmost priority of Apple it seems. Without you face id, nobody can see even the notifications. Its a must buy product.",5.0 out of 5 stars,Value for Money!!
135,"I still don’t understand why people are crazy about iPhone. I bough this phone for 42k in great Indian sale couldn’t find much difference so for. It’s been a week now. My old android is doing all the operation faster then this which detected my face quickly. And that has fingerprint support also. I am also crazy about this phone. My friend told that he will never go back to android again. That’s the one reason for me to buy this phone. Let me wait for one more month to become addicted.  Till then I’ll leave the rating to 4*. When you think that this phone is expensive, that’s proving that this phone is for royal customers :p. Go for it if you are affordable.",4.0 out of 5 stars,Why people are so crazy about iPhone
136,I have received this product with manufacturing defect in it. Screen has LED bleeding problem. Contacted the service team of Apple and they are ready to replace.,5.0 out of 5 stars,Worst response from Amazon
137,"The iPhone XR is by far the best that Apple had to provide in the recent years with no doubt. Right from the camera to its horsepower battery backup, everything is top notch.",5.0 out of 5 stars,The revolutionary smartphone that makes Apple stand out from the crowd
